Measurement date,km [10^5] SW,Wheelset,Axle No,Wheel No,Height (sH)  (Left),Thickness (sD)  (Left),Gradient (qR)  (Left),Angle (A)  (Left),Wear (Wt)  (Left),Wear (Wf)  (Left),Wear (Wr)  (Left),Hollow (Hl)  (Left),DELTA At [mm],ao [mm] LCC_VG,Tes [mm/10^5 km],Trt [mm/10^5 km],Tdt [mm/10^5 km]
2019-05-21,1.49145,2,2,R,28.83,32.87,-0.15,0,0.92,1.21,1.83,0.55,4.28,27.91,0.616849375,2.86969057,3.486539944
2019-05-21,1.49145,3,3,R,29.12,33.01,-0.09,0,1.22,1.07,1.99,0.55,5.37,27.91,0.81799591,3.600522981,4.418518891
2019-05-21,1.49145,4,4,R,29.53,33.14,-0.01,0,1.63,0.94,2.34,0.42,4.89,27.91,1.092896175,3.278688525,4.371584699
2019-05-21,1.49145,4,4,L,30.01,31.86,0.12,0,2.11,2.21,3.3,0.53,7.46,27.91,1.414730631,5.001843843,6.416574475
2019-05-21,1.49145,3,3,L,28.32,33.09,-0.28,0,0.42,0.99,1.57,0.55,3.58,27.91,0.281605149,2.400348654,2.681953803
2019-05-21,1.49145,2,2,L,28.93,32.89,-0.18,0,1.03,1.19,1.91,0.51,4.87,27.91,0.690603104,3.265278756,3.95588186
2019-05-21,1.49145,1,1,L,29.01,32.94,-0.13,0,1.11,1.14,2.07,0.47,4.33,27.91,0.74424218,2.903214992,3.647457173
2019-05-22,0.71483,1,1,R,28.27,32.96,-0.37,0,0.36,1.11,1.45,0.73,3.93,27.91,0.503616244,5.497810668,6.001426913
2019-05-22,0.71483,2,2,R,28.03,30.53,-0.41,0,0.13,3.55,2.93,0.87,10.03,27.91,0.181861422,14.03130814,14.21316956
2019-05-22,0.71483,3,3,R,29.03,31.55,-0.15,0,1.13,2.53,3.07,0.68,8.17,27.91,1.580795434,11.42929088,13.01008631
2019-05-22,0.71483,4,4,R,29.2,30.21,-0.12,0,1.3,3.86,4.04,0.82,10.56,27.91,1.818614216,14.77274317,16.59135739
2019-05-22,0.71483,4,4,L,29,32.33,-0.13,0,1.1,1.75,2.35,0.81,6.16,27.91,1.538827414,8.617433516,10.15626093
2019-05-22,0.71483,3,3,L,28.85,32.61,-0.19,0,0.95,1.47,2.19,0.71,5.68,27.91,1.328987312,7.94594519,9.274932501
2019-05-22,0.71483,2,2,L,28.46,31.27,-0.27,0,0.56,2.81,2.89,0.83,8.86,27.91,0.783403047,12.39455535,13.1779584
2019-05-22,0.71483,1,1,L,28.2,32.4,-0.29,0,0.3,1.67,1.9,0.7,6.37,27.91,0.419680204,8.911209658,9.330889862
2019-05-22,2.78792,1,1,R,30.91,31.46,0.34,0,3.01,2.62,3.76,0.36,7.66,27.91,1.079657953,2.747568079,3.827226032
2019-05-22,2.78792,2,2,R,31.11,28.73,0.37,0,3.2,5.34,6.53,0.26,12.82,27.91,1.147809119,4.598410284,5.746219404
2019-05-22,2.78792,3,3,R,30.85,29.81,0.26,0,2.95,4.26,5.48,0.34,11.27,27.91,1.058136532,4.042440242,5.100576774
2019-05-22,2.78792,4,4,R,30.91,32.75,0.38,0,3.01,1.32,2.59,0.42,4.63,27.91,1.079657953,1.66073632,2.740394272
2019-05-22,2.78792,4,4,L,31.07,31.38,0.39,0,3.16,2.69,4.38,0.21,8.63,27.91,1.133461505,3.095497719,4.228959224
2019-05-22,2.78792,3,3,L,30.41,33.29,0.24,0,2.5,0.79,2.02,0.44,3.03,27.91,0.896725874,1.08683176,1.983557634
2019-05-22,2.78792,2,2,L,31.08,33.34,0.34,0,3.18,0.73,2.31,0.51,2.65,27.91,1.140635312,0.950529427,2.091164739
2019-05-22,2.78792,1,1,L,31.34,31.92,0.47,0,3.44,2.16,3.58,0.14,6.21,27.91,1.233894803,2.227467072,3.461361876
2019-05-22,0.22687,2,2,R,28.71,32.67,-0.12,0,0.81,1.4,1.8,1.01,5.09,27.91,3.570326619,22.43575616,26.00608278
2019-05-22,0.22687,3,3,R,28.02,31.48,-0.44,0,0.11,2.6,2.48,1.01,8.33,27.91,0.48485917,36.71706263,37.20192181
2019-05-22,0.22687,4,4,R,28.75,32.32,-0.16,0,0.84,1.76,2.36,0.95,6.3,27.91,3.702560938,27.76920703,31.47176797
2019-05-22,0.22687,4,4,L,28.59,32.7,-0.24,0,0.69,1.37,1.98,0.9,5.34,27.91,3.041389342,23.53770882,26.57909816
2019-05-22,0.22687,3,3,L,27.93,32.79,-0.44,0,0.02,1.29,1.58,1.03,5.09,27.91,0.088156213,22.43575616,22.52391237
2019-05-22,0.22687,2,2,L,28.25,31.49,-0.41,0,0.34,2.59,2.67,1,8.44,27.91,1.498655618,37.20192181,38.70057742
2019-05-22,0.22687,1,1,L,28.52,32.13,-0.29,0,0.61,1.95,2.37,0.95,6.33,27.91,2.688764491,27.90144135,30.59020584
2019-05-22,7.67248,1,1,R,37.47,24.87,2.14,0,9.56,9.21,0,0.63,16.5,27.91,1.24601172,2.15054324,3.39655496
2019-05-22,7.67248,2,2,R,35.69,27.25,1.51,0,7.79,6.83,9.95,0.81,14.27,27.91,1.015317081,1.859894063,2.875211144
2019-05-22,7.67248,3,3,R,36.35,24.14,1.76,0,8.45,9.93,0,0.65,16.99,27.91,1.101338811,2.214407858,3.315746669
2019-05-22,7.67248,4,4,R,36.64,26.81,1.78,0,8.73,7.27,10.86,0.6,14.22,27.91,1.137832878,1.853377265,2.991210143
2019-05-22,7.67248,4,4,L,37.04,24.74,2.03,0,9.13,9.34,0,0.74,16.5,27.91,1.18996726,2.15054324,3.3405105
2019-05-22,7.67248,3,3,L,35.85,27.48,1.63,0,7.95,6.6,10.02,0.6,13.95,27.91,1.036170834,1.818186558,2.854357392
2019-05-22,7.67248,2,2,L,35.31,29.05,1.49,0,7.4,5.03,8.24,0.67,12.21,27.91,0.964486059,1.591401998,2.555888057
2019-05-22,7.67248,1,1,L,36.29,21.87,2.04,0,8.38,12.21,0,0.61,17.8,27.91,1.092215294,2.31997998,3.412195275
2019-05-22,0.21447,1,1,R,28.37,32.87,-0.3,0,0.47,1.21,1.6,1.03,4.24,27.91,2.191448687,19.76966475,21.96111344
2019-05-22,0.21447,4,4,R,28.24,31.58,-0.33,0,0.34,2.5,2.41,1.04,8.3,27.91,1.585303306,38.70005129,40.2853546
2019-05-22,0.21447,3,3,L,28.05,32.64,-0.4,0,0.14,1.44,1.68,0.96,5.39,27.91,0.652771949,25.13172005,25.784492
2019-05-22,0.21447,2,2,L,28.28,32.5,-0.26,0,0.38,1.58,1.91,0.99,5.93,27.91,1.771809577,27.64955472,29.42136429
2019-05-22,0.93258,1,1,R,28.79,33.08,-0.22,0,0.89,0.99,1.62,0.61,3.86,27.91,0.954341719,4.139055094,5.093396813
2019-05-22,0.93258,2,2,R,28.68,31.36,-0.22,0,0.77,2.71,2.81,0.68,8.43,27.91,0.825666431,9.039438976,9.865105407
2019-05-22,0.93258,3,3,R,29.17,31.72,-0.1,0,1.27,2.36,2.88,0.7,7.92,27.91,1.361813464,8.492569002,9.854382466
2019-05-22,0.93258,4,4,R,29.33,31.04,-0.05,0,1.43,3.04,3.48,0.66,9.17,27.91,1.533380514,9.832936585,11.3663171
2019-05-22,0.93258,4,4,L,29.43,31.09,-0.03,0,1.53,2.99,3.46,0.76,8.79,27.91,1.640609921,9.425464839,11.06607476
2019-05-22,0.93258,3,3,L,29.04,33.05,-0.11,0,1.13,1.03,1.79,0.7,4.05,27.91,1.211692294,4.342790967,5.554483261
2019-05-22,0.93258,2,2,L,28.75,32.17,-0.2,0,0.85,1.91,2.37,0.61,6.39,27.91,0.911449956,6.851959081,7.763409037
2019-05-22,0.93258,1,1,L,28.75,32.6,-0.21,0,0.85,1.48,1.98,0.53,5.45,27.91,0.911449956,5.844002659,6.755452615
2019-05-22,2.24498,1,1,R,30.4,32.74,0.21,0,2.5,1.33,2.52,0.57,4.55,27.91,1.113595667,2.026744114,3.14033978
2019-05-22,2.24498,2,2,R,30.07,31.67,0.11,0,2.16,2.41,3.13,0.29,7.65,27.91,0.962146656,3.40760274,4.369749396
2019-05-22,2.24498,3,3,R,30.25,32.62,0.16,0,2.34,1.46,2.6,0.41,5.34,27.91,1.042325544,2.378640344,3.420965888
2019-05-22,2.24498,4,4,R,30.22,31.66,0.18,0,2.31,2.41,3.12,0.27,7.34,27.91,1.028962396,3.269516878,4.298479274
2019-05-22,2.24498,4,4,L,30.62,32.11,0.24,0,2.71,1.97,3,0.35,6.36,27.91,1.207137703,2.832987376,4.040125079
2019-05-22,2.24498,3,3,L,30.36,32.56,0.26,0,2.45,1.52,3.02,0.43,5.5,27.91,1.091323753,2.449910467,3.54123422
2019-05-22,2.24498,2,2,L,30.57,31.73,0.23,0,2.66,2.35,3.74,0.32,8.1,27.91,1.184865789,3.60804996,4.79291575
2019-05-22,2.24498,1,1,L,30.15,31.93,0.09,0,2.25,2.15,3.18,0.26,7.31,27.91,1.0022361,3.25615373,4.25838983
2019-05-23,1.73162,1,1,R,30.03,32.74,0.08,0,2.12,1.34,2.59,0.48,5.32,27.91,1.224287084,3.072267588,4.296554671
2019-05-23,1.73162,2,2,R,29.52,32.25,-0.01,0,1.61,1.83,2.51,0.39,6.77,27.91,0.929765191,3.909633753,4.839398944
2019-05-23,1.73162,3,3,R,29.72,32,0.03,0,1.82,2.07,2.97,0.31,7.11,27.91,1.051038912,4.105981682,5.157020593
2019-05-23,1.73162,4,4,R,29.45,31.29,-0.03,0,1.54,2.79,3.3,0.42,8.48,27.91,0.889340617,4.897148335,5.786488953
2019-05-23,1.73162,4,4,L,29.73,31.61,0.04,0,1.83,2.47,3.29,0.37,8.25,27.91,1.056813851,4.764324736,5.821138587
2019-05-23,1.73162,3,3,L,29.47,32.94,-0.02,0,1.56,1.14,2.12,0.38,4.12,27.91,0.900890496,2.379274899,3.280165394
2019-05-23,1.73162,2,2,L,29.6,31.5,0.01,0,1.7,2.57,3.09,0.44,7.88,27.91,0.981739643,4.550651991,5.532391633
2019-05-23,1.73162,1,1,L,29.49,32.57,-0.02,0,1.58,1.51,2.27,0.31,5.28,27.91,0.912440374,3.049167831,3.961608205
2019-05-23,0.33772,2,2,L,29.12,32.2,-0.06,0,1.21,1.88,2.86,1.02,7.22,27.91,3.582849698,21.37865688,24.96150657
2019-05-23,0.33772,1,1,L,29.15,32.55,-0.14,0,1.25,1.53,2.44,1.1,5.45,27.91,3.70129101,16.1376288,19.83891982
2019-05-23,2.39446,1,1,R,30.71,34.88,0.31,0,2.8,-0.81,1.5,0.61,1.69,27.91,1.169365953,0.705795879,1.875161832
2019-05-23,2.39446,2,2,R,30.14,33.13,0.08,0,2.23,0.95,2.27,0.39,4.02,27.91,0.931316455,1.678875404,2.61019186
2019-05-23,2.39446,3,3,R,30.46,33.21,0.26,0,2.55,0.87,1.95,0.26,2.91,27.91,1.064958279,1.21530533,2.280263608
2019-05-23,2.39446,4,4,R,30.08,33.88,0.11,0,2.17,0.2,1.51,0.3,1.54,27.91,0.906258614,0.643151274,1.549409888
2019-05-23,2.39446,4,4,L,30.56,32.55,0.26,0,2.66,1.53,2.78,0.34,5.2,27.91,1.110897655,2.171679627,3.282577283
2019-05-23,2.39446,3,3,L,29.93,34.03,0.11,0,2.03,0.04,1.32,0.37,1.01,27.91,0.847790316,0.421807005,1.26959732
2019-05-23,2.39446,2,2,L,30.36,31.97,0.19,0,2.46,2.11,2.97,0.17,6.76,27.91,1.027371516,2.823183515,3.850555031
2019-05-23,2.39446,1,1,L,30.63,33.16,0.23,0,2.72,0.91,2.34,0.26,3.4,27.91,1.135955497,1.419944372,2.555899869
2019-05-23,1.47103,1,1,R,29.29,32.58,-0.04,0,1.39,1.49,2.24,0.47,5.32,27.91,0.944916147,3.616513599,4.561429747
2019-05-23,1.47103,2,2,R,29.9,33.06,0.08,0,2,1.02,2.56,0.56,4.51,27.91,1.359591579,3.06587901,4.425470589
2019-05-23,1.47103,3,3,R,29.27,31.94,-0.03,0,1.37,2.14,3.39,0.49,8.6,27.91,0.931320231,5.846243788,6.77756402
2019-05-23,1.47103,4,4,R,28.74,32.64,-0.29,0,0.84,1.43,1.86,0.4,5.46,27.91,0.571028463,3.71168501,4.282713473
2019-05-23,1.47103,4,4,L,29.26,32.35,-0.07,0,1.36,1.73,2.3,0.44,6.13,27.91,0.924522274,4.167148189,5.091670462
2019-05-23,1.47103,3,3,L,28.64,33.16,-0.27,0,0.74,0.92,1.35,0.43,3.68,27.91,0.503048884,2.501648505,3.004697389
2019-05-23,1.47103,2,2,L,29.38,32,-0.06,0,1.47,2.07,2.69,0.5,6.8,27.91,0.99929981,4.622611368,5.621911178
2019-05-23,1.47103,1,1,L,29.61,32.85,0.01,0,1.71,1.23,2.13,0.41,4.37,27.91,1.1624508,2.970707599,4.133158399
2019-05-23,3.15655,1,1,R,33.07,26.98,0.86,0,5.17,7.1,9.21,0.56,14.97,27.91,1.637864124,4.742519523,6.380383647
2019-05-23,3.15655,2,2,R,31.07,29.28,0.23,0,3.17,4.8,5.79,0.57,11.92,27.91,1.004260981,3.77627473,4.780535711
2019-05-23,3.15655,3,3,R,31.54,31.41,0.43,0,3.64,2.67,4.99,0.8,9.47,27.91,1.15315772,3.000110881,4.1532686
2019-05-23,3.15655,4,4,R,32.98,29.61,0.5,0,5.07,4.47,6.84,0.41,11.6,27.91,1.606183967,3.674898227,5.281082194
2019-05-23,3.15655,4,4,L,33.31,26.96,1.04,0,5.4,7.12,8.94,0.95,14.34,27.91,1.710728485,4.542934533,6.253663018
2019-05-23,3.15655,3,3,L,31.9,25.78,0.55,0,4,8.3,9.22,0.42,15.87,27.91,1.267206285,5.027640937,6.294847222
2019-05-23,3.15655,2,2,L,31.5,27.26,0.55,0,3.6,6.82,7.88,0.78,14.52,27.91,1.140485657,4.599958816,5.740444473
2019-05-23,3.15655,1,1,L,32.69,26.28,0.6,0,4.79,7.79,9.11,0.7,14.97,27.91,1.517479527,4.742519523,6.25999905
2019-05-23,1.2168,1,1,R,29.49,33.27,-0.01,0,1.59,0.8,2.15,0.47,4.2,27.91,1.306706114,3.451676529,4.758382643
2019-05-23,1.2168,2,2,R,29.7,33.14,0.02,0,1.8,0.94,2.14,0.65,3.66,27.91,1.479289941,3.007889546,4.487179487
2019-05-23,1.2168,3,3,R,29.27,32.23,-0.06,0,1.37,1.84,3.1,0.56,8.09,27.91,1.125904011,6.648586456,7.774490467
2019-05-23,1.2168,4,4,R,29.46,32.55,-0.02,0,1.55,1.52,2.2,0.58,5.54,27.91,1.273833005,4.552925707,5.826758711
2019-05-23,1.2168,4,4,L,29.26,32.42,-0.06,0,1.35,1.66,2.31,0.53,6.18,27.91,1.109467456,5.078895464,6.188362919
2019-05-23,1.2168,3,3,L,29.83,32.3,0.08,0,1.92,1.78,2.62,0.64,6.03,27.91,1.57790927,4.955621302,6.533530572
2019-05-23,1.2168,2,2,L,29.6,31.65,0.01,0,1.69,2.42,3,0.69,7.27,27.91,1.388888889,5.974687705,7.363576594
2019-05-23,1.2168,1,1,L,29.22,34.23,-0.1,0,1.31,-0.15,1.18,0.54,1.05,27.91,1.076594346,0.862919132,1.939513478
2019-05-23,3.41814,1,1,R,31.64,33.2,0.62,0,3.74,0.88,2.76,0.55,3.54,27.91,1.094162322,1.035650968,2.12981329
2019-05-23,3.41814,2,2,R,31.51,33.23,0.66,0,3.6,0.84,2.6,0.33,2.8,27.91,1.053204374,0.819158958,1.872363332
2019-05-23,3.41814,3,3,R,31.43,34.34,0.43,0,3.52,-0.27,1.61,0.24,0.08,27.91,1.029799833,0.023404542,1.053204374
2019-05-23,3.41814,4,4,R,31.5,34.69,0.53,0,3.59,-0.62,1.21,0.43,0.12,27.91,1.050278807,0.035106812,1.085385619
2019-05-23,3.41814,4,4,L,32.48,32.96,0.47,0,4.57,1.12,4.99,0.24,4.25,27.91,1.336984442,1.243366275,2.580350717
2019-05-23,3.41814,3,3,L,32.22,34.99,0.93,0,4.32,-0.91,1.03,0.19,0.08,27.91,1.263845249,0.023404542,1.287249791
2019-05-23,3.41814,2,2,L,32.39,33.63,0.81,0,4.49,0.45,2.19,0.17,1.46,27.91,1.3135799,0.427132885,1.740712785
2019-05-23,3.41814,1,1,L,32.04,33.55,0.64,0,4.14,0.53,2.85,0.29,2.4,27.91,1.21118503,0.70213625,1.91332128
2019-05-23,1.25367,1,1,R,29.16,33.38,-0.05,0,1.26,0.69,1.88,0.62,4.23,27.91,1.005049176,3.374093661,4.379142837
2019-05-23,1.25367,2,2,R,28.46,32.56,-0.34,0,0.56,1.52,2.24,0.61,6.98,27.91,0.446688522,5.56765337,6.014341892
2019-05-23,1.25367,3,3,R,29.02,33.92,-0.35,0,1.11,0.16,1.2,0.59,1.26,27.91,0.885400464,1.005049176,1.89044964
2019-05-23,1.25367,4,4,R,29.15,32,-0.1,0,1.24,2.08,2.73,0.57,7.29,27.91,0.989096014,5.814927373,6.804023387
2019-05-23,1.25367,4,4,L,29.13,31.8,-0.14,0,1.23,2.27,2.86,0.54,7.6,27.91,0.981119433,6.062201377,7.04332081
2019-05-23,1.25367,3,3,L,29.24,31.65,-0.09,0,1.34,2.42,2.89,0.69,7.86,27.91,1.068861822,6.269592476,7.338454298
2019-05-23,1.25367,2,2,L,28.57,31.7,-0.27,0,0.67,2.38,2.45,0.6,7.84,27.91,0.534430911,6.253639315,6.788070226
2019-05-23,1.25367,1,1,L,29.26,31.76,-0.09,0,1.35,2.32,2.87,0.57,7.43,27.91,1.076838402,5.926599504,7.003437906
2019-05-23,1.80093,1,1,R,29.73,32.4,0.02,0,1.82,1.68,3.2,0.52,7.33,27.91,1.010588973,4.070119327,5.080708301
2019-05-23,1.80093,2,2,R,29.39,31.97,-0.03,0,1.48,2.11,3.13,0.42,7.99,27.91,0.821797627,4.436596647,5.258394274
2019-05-23,1.80093,3,3,R,29.24,32.07,-0.05,0,1.34,2.01,2.46,0.42,6.8,27.91,0.744060013,3.775826934,4.519886947
2019-05-23,1.80093,4,4,R,29.56,31.88,0,0,1.66,2.19,3.04,0.46,7.51,27.91,0.921745987,4.170067687,5.091813674
2019-05-23,1.80093,4,4,L,29.45,32.18,-0.02,0,1.55,1.89,3.35,0.48,8.41,27.91,0.860666433,4.669809487,5.530475921
2019-05-23,1.80093,3,3,L,29.26,31.1,-0.04,0,1.36,2.98,3.42,0.43,9.41,27.91,0.755165387,5.225078154,5.980243541
2019-05-23,1.80093,2,2,L,29.55,30.87,0,0,1.65,3.21,3.67,0.5,9.1,27.91,0.9161933,5.052944867,5.969138168
2019-05-23,1.80093,1,1,L,29.57,31.42,0,0,1.67,2.66,3.21,0.46,8.23,27.91,0.927298673,4.569861127,5.497159801
2019-05-23,2.25503,4,4,R,30.12,32.64,0.11,0,2.22,1.44,2.46,0.2,4.31,27.91,0.984465839,1.911282777,2.895748615
2019-05-23,2.25503,4,4,L,30.26,31.97,0.17,0,2.36,2.11,3,0.51,2.39,27.91,1.04654927,1.059852862,2.106402132
2019-05-23,2.25503,1,1,R,30.03,32.86,0.05,0,2.13,1.22,1.95,0.43,5.4,27.91,0.944555061,2.394646634,3.339201696
2019-05-23,2.25503,2,2,R,30.13,33.31,0.16,0,2.23,0.77,2.11,0.19,4.7,27.91,0.988900369,2.084229478,3.073129847
2019-05-23,2.25503,3,3,R,30.1,32.5,0.1,0,2.19,1.58,2.43,0.38,6.48,27.91,0.971162246,2.873575961,3.844738207
2019-05-23,2.25503,3,3,L,30.05,32.07,0.07,0,2.15,2.01,3.07,0.46,7.45,27.91,0.953424123,3.303725449,4.257149572
2019-05-23,2.25503,2,2,L,29.79,32.47,0.07,0,1.89,1.61,2.34,0.54,5.67,27.91,0.838126322,2.514378966,3.352505288
2019-05-23,2.25503,1,1,L,29.67,32.75,0.02,0,1.76,1.33,2.22,0.36,5.2,27.91,0.780477422,2.305956018,3.08643344
2019-05-23,2.96892,1,1,R,31.24,34.63,0.9,0,3.34,-0.55,1.76,0.36,0.19,27.91,1.124988211,0.063996335,1.188984547
2019-05-23,2.96892,2,2,R,31.23,32.98,0.3,0,3.33,1.1,3.09,0.14,4.44,27.91,1.121619983,1.495493311,2.617113294
2019-05-23,2.96892,3,3,R,30.41,33.14,0.17,0,2.51,0.94,2.87,0.77,4.87,27.91,0.845425272,1.640327122,2.485752395
2019-05-23,2.96892,4,4,R,30.83,32.82,0.47,0,2.92,1.25,2.85,0.33,5.35,27.91,0.983522628,1.802002075,2.785524703
2019-05-23,2.96892,4,4,L,31.31,31.85,0.6,0,3.41,2.22,3.97,0.15,7.15,27.91,1.148565808,2.408283147,3.556848955
2019-05-23,2.96892,3,3,L,33.88,28.22,1.16,0,5.98,5.86,9.05,0.68,14.31,27.91,2.01420045,4.819934522,6.834134972
2019-05-23,2.96892,2,2,L,31.23,32.39,0.4,0,3.33,1.68,3.01,0.21,5.39,27.91,1.121619983,1.815474988,2.937094971
2019-05-23,2.96892,1,1,L,31.32,31.85,0.54,0,3.42,2.22,3.98,0.27,7.27,27.91,1.151934037,2.448701885,3.600635921
2019-05-23,0.36531,1,1,R,28.49,33.19,-0.23,0,0.58,0.88,1.8,0.94,4.64,27.91,1.587692645,12.70154116,14.2892338
2019-05-23,0.36531,2,2,R,28.39,33.5,-0.3,0,0.48,0.57,1.33,1.11,3.02,27.91,1.313952533,8.266951356,9.58090389
2019-05-23,0.36531,3,3,R,27.93,32.15,-0.48,0,0.03,1.92,2.25,1.11,7.27,27.91,0.082122033,19.90090608,19.98302811
2019-05-23,0.36531,4,4,R,28.04,33,-0.38,0,0.14,1.07,1.53,1.05,4.79,27.91,0.383236156,13.11215132,13.49538748
2019-05-23,0.36531,4,4,L,28.46,32.1,-0.27,0,0.55,1.98,2.36,1.04,6.71,27.91,1.505570611,18.36796146,19.87353207
2019-05-23,0.36531,3,3,L,27.93,32.25,-0.4,0,0.03,1.83,2.03,1.12,6.96,27.91,0.082122033,19.05231174,19.13443377
2019-05-23,0.36531,1,1,L,28.88,33.77,-0.16,0,0.98,0.31,1.29,0.95,1.7,27.91,2.682653089,4.653581889,7.336234979
2019-05-23,1.17442,1,1,R,29.42,32.66,-0.03,0,1.52,1.42,2.71,0.48,6.31,27.91,1.294255888,5.372864904,6.667120792
2019-05-23,1.17442,2,2,R,28.86,32.79,-0.17,0,0.96,1.29,2.11,0.52,4.79,27.91,0.817424771,4.078609016,4.896033787
2019-05-23,1.17442,3,3,R,28.97,30.6,-0.13,0,1.06,3.48,3.47,0.45,9.71,27.91,0.902573185,8.267910969,9.170484154
2019-05-23,1.17442,4,4,R,29.69,33.87,0.03,0,1.79,0.21,1.55,0.41,1.36,27.91,1.524156605,1.158018426,2.682175031
2019-05-23,1.17442,4,4,L,28.46,31.47,-0.31,0,0.56,2.61,2.68,0.34,7.86,27.91,0.476831117,6.692665316,7.169496432
2019-05-23,1.17442,3,3,L,29.34,31.74,-0.07,0,1.43,2.34,3.04,0.53,7.04,27.91,1.217622316,5.994448323,7.212070639
2019-05-23,1.17442,2,2,L,29.2,32.17,-0.09,0,1.3,1.9,2.59,0.48,6.37,27.91,1.106929378,5.423953952,6.53088333
2019-05-23,1.17442,1,1,L,28.96,32.42,-0.16,0,1.06,1.66,2.09,0.55,6.18,27.91,0.902573185,5.262171966,6.164745151
2019-05-24,8.00964,1,1,R,35.86,26.16,1.78,0,7.95,7.92,11.08,0.52,15.06,27.91,0.992553972,1.880234318,2.87278829
2019-05-24,8.00964,2,2,R,35.7,30.85,1.78,0,7.79,3.23,6.5,0.45,9.33,27.91,0.972578043,1.16484636,2.137424404
2019-05-24,8.00964,3,3,R,36.67,23.54,1.96,0,8.76,10.54,0,0.58,16.98,27.91,1.093682113,2.119945466,3.213627579
2019-05-24,8.00964,4,4,R,34.58,27.49,1.11,0,6.68,6.59,9.76,0.52,14.48,27.91,0.833995036,1.807821575,2.641816611
2019-05-24,8.00964,4,4,L,34.39,28.36,1.05,0,6.48,5.72,9.06,0.32,13.86,27.91,0.809025125,1.73041485,2.539439975
2019-05-24,8.00964,3,3,L,37.57,23.15,2.37,0,9.67,10.93,0,0.18,17.52,27.91,1.207295209,2.187364226,3.394659435
2019-05-24,8.00964,2,2,L,36.31,29.22,2.03,0,8.4,4.86,8.5,0.86,13.29,27.91,1.048736273,1.659250603,2.707986876
2019-05-24,8.00964,1,1,L,36.28,22.08,1.92,0,8.38,12,0,0.49,18.32,27.91,1.046239282,2.287243871,3.333483153
2019-05-24,2.83051,1,1,R,31.2,33.36,0.32,0,3.3,0.72,2.16,0.31,2.53,27.91,1.165867635,0.893831854,2.059699489
2019-05-24,2.83051,2,2,R,31.51,33.55,0.53,0,3.6,0.52,2.09,0.3,1.84,27.91,1.271855602,0.65005953,1.921915132
2019-05-24,2.83051,3,3,R,31.59,32.73,0.48,0,3.69,1.34,2.97,0.23,4.47,27.91,1.303651992,1.579220706,2.882872698
2019-05-24,2.83051,4,4,R,30.09,33.33,0.08,0,2.19,0.75,1.7,0.47,2.92,27.91,0.773712158,1.031616211,1.805328368
2019-05-24,2.83051,4,4,L,31.41,29.69,0.43,0,3.5,4.39,6.02,0.48,11.59,27.91,1.23652628,4.094668452,5.331194732
2019-05-24,2.83051,3,3,L,31.16,33.24,0.38,0,3.25,0.84,2.21,0.29,2.74,27.91,1.148202974,0.96802343,2.116226404
2019-05-24,2.83051,2,2,L,31.13,33.46,0.2,0,3.22,0.61,2.19,0.34,2.59,27.91,1.137604177,0.915029447,2.052633624
2019-05-24,2.83051,1,1,L,31.2,32.3,0.46,0,3.3,1.78,3.2,0.12,5.71,27.91,1.165867635,2.017304302,3.183171937
2019-05-24,7.96844,1,1,R,36.72,27.3,2.11,0,8.82,6.78,11.03,1.02,14.76,27.91,1.106866589,1.852307353,2.959173941
2019-05-24,7.96844,2,2,R,34.91,27.76,1.47,0,7.01,6.32,9.08,1.1,13.53,27.91,0.879720497,1.697948406,2.577668904
2019-05-24,7.96844,3,3,R,36.47,22.2,1.96,0,8.56,11.87,0,1.26,18.77,27.91,1.074237868,2.355542616,3.429780484
2019-05-24,7.96844,4,4,R,36.06,28.6,2.01,0,8.16,5.48,9.3,0.53,13.19,27.91,1.024039837,1.65528008,2.679319917
2019-05-24,7.96844,4,4,L,36.62,26.14,2.02,0,8.72,7.94,11.8,0.84,15.44,27.91,1.094317081,1.937644006,3.031961086
2019-05-24,7.96844,3,3,L,34.92,27.74,1.59,0,7.01,6.34,9.53,0.97,13.89,27.91,0.879720497,1.743126635,2.622847132
2019-05-24,7.96844,2,2,L,37.42,24.06,1.99,0,9.52,10.01,0,1.93,17.73,27.91,1.194713143,2.225027734,3.419740878
2019-05-24,7.96844,1,1,L,35.87,28.29,1.55,0,7.96,5.78,9.23,0.41,13.11,27.91,0.998940822,1.645240474,2.644181295
2019-05-24,1.46233,1,1,R,29.64,33.39,0.03,0,1.74,0.69,2.57,0.86,5.28,27.91,1.189881901,3.610676113,4.800558014
2019-05-24,1.46233,2,2,R,29.42,33.69,-0.03,0,1.51,0.39,1.47,0.65,1.99,27.91,1.032598661,1.360841944,2.393440605
2019-05-24,1.46233,3,3,R,28.66,32.24,-0.28,0,0.75,1.84,2.51,0.55,7.25,27.91,0.51288013,4.957841253,5.470721383
2019-05-24,1.46233,4,4,R,30.26,33.39,0.32,0,2.35,0.68,2.24,0.64,3.12,27.91,1.607024406,2.133581339,3.740605746
2019-05-24,1.46233,4,4,L,30.25,33.43,0.15,0,2.35,0.64,1.82,0.67,2.33,27.91,1.607024406,1.593347603,3.200372009
2019-05-24,1.46233,3,3,L,28.73,32.37,-0.26,0,0.83,1.71,2.05,0.37,6.23,27.91,0.567587343,4.260324277,4.82791162
2019-05-24,1.46233,2,2,L,29.32,33.23,-0.05,0,1.42,0.84,2.44,0.95,3.9,27.91,0.971053045,2.666976674,3.63802972
