Measurement date,km [10^5] SW,Wheelset,Axle No,Wheel No,Height (sH)  (Left),Thickness (sD)  (Left),Gradient (qR)  (Left),Angle (A)  (Left),Wear (Wt)  (Left),Wear (Wf)  (Left),Wear (Wr)  (Left),Hollow (Hl)  (Left),DELTA At [mm],ao [mm] LCC_VG,Tes [mm/10^5 km],Trt [mm/10^5 km],Tdt [mm/10^5 km]
2019-05-24,1.46233,1,1,L,29.64,33.96,0.02,0,1.74,0.12,1.56,0.4,1.55,27.91,1.189881901,1.059952268,2.249834169
2019-05-24,0.32868,4,4,L,28.14,32.99,-0.27,0,0.23,1.08,1.69,0.94,5.33,27.91,0.699768772,16.21638067,16.91614945
2019-05-24,0.32868,1,1,R,28.48,32.72,-0.3,0,0.58,1.36,1.94,1,6.04,27.91,1.764634295,18.37653645,20.14117074
2019-05-24,0.32868,3,3,L,28.44,32.27,-0.29,0,0.54,1.8,2.36,1.08,6.63,27.91,1.642935378,20.17159547,21.81453085
2019-05-24,0.32868,2,2,L,28.36,32.51,-0.31,0,0.45,1.56,2.11,0.94,5.93,27.91,1.369112815,18.04186443,19.41097724
2019-05-24,0.32868,1,1,L,28.13,32.14,-0.47,0,0.22,1.94,2.5,0.95,7.92,27.91,0.669344043,24.09638554,24.76572959
2019-05-24,1.4929,1,1,R,28.53,32.77,-0.23,0,0.63,1.31,1.7,0.59,4.56,27.91,0.421997455,3.054457767,3.476455221
2019-05-24,1.4929,2,2,R,29.39,33.19,-0.04,0,1.49,0.88,2.4,1.09,5.13,27.91,0.998057472,3.436264988,4.43432246
2019-05-24,1.4929,3,3,R,28.67,32.57,-0.18,0,0.77,1.5,1.93,0.54,5.36,27.91,0.515774667,3.59032755,4.106102217
2019-05-24,1.4929,4,4,R,29.58,31.72,0,0,1.68,2.35,3.6,0.52,8.86,27.91,1.125326546,5.934757854,7.060084399
2019-05-24,1.4929,4,4,L,29.64,32.55,0.04,0,1.74,1.52,2.68,0.63,5.78,27.91,1.165516779,3.871659187,5.037175966
2019-05-24,1.4929,3,3,L,28.68,31.63,-0.27,0,0.78,2.44,2.64,0.55,7.87,27.91,0.522473039,5.271618997,5.794092036
2019-05-24,1.4929,2,2,L,29.7,31.59,0.05,0,1.8,2.49,3.09,0.79,7.57,27.91,1.205707013,5.070667828,6.276374841
2019-05-24,1.4929,1,1,L,29.25,32.68,-0.11,0,1.34,1.39,2.58,0.52,5.28,27.91,0.897581888,3.536740572,4.43432246
2019-06-27,5.43529,1,1,R,35.27,28.57,1.58,76.5,7.36,5.51,8.66,0.34,7.51,27.91,1.35411358,1.381711003,2.735824583
2019-06-27,5.43529,2,2,R,35.41,29.27,1.61,76.02,7.5,4.81,8.17,0.98,5.28,27.91,1.379871175,0.971429307,2.351300483
2019-06-27,5.43529,3,3,R,35.63,26.33,1.63,75.9,7.73,7.74,11,0.31,7.56,27.91,1.422187225,1.390910145,2.813097369
2019-06-27,5.43529,4,4,R,36.53,26.88,1.97,76.36,8.63,7.2,10.86,0.72,5.19,27.91,1.587771766,0.954870853,2.542642619
2019-06-27,5.43529,4,4,L,35.35,30.01,1.64,74.18,7.45,4.07,7.4,0.65,6.46,27.91,1.370672034,1.188529039,2.559201073
2019-06-27,5.43529,3,3,L,35.66,31.61,1.66,76.28,7.76,2.47,5.91,0.64,9.64,27.91,1.427706709,1.773594417,3.201301127
2019-06-27,5.43529,2,2,L,34.97,29.92,1.46,74.18,7.07,4.15,7.38,0.44,10.06,27.91,1.300758561,1.850867203,3.151625764
2019-06-27,5.43529,1,1,L,35.78,29.25,1.76,75.88,7.88,4.82,8.33,1.13,8.52,27.91,1.449784648,1.567533655,3.017318303
2019-06-27,1.41398,1,1,R,29.8,33.18,0.07,71.2,1.9,0.9,2.19,0.49,8.56,27.91,1.343724805,6.053833859,7.397558664
2019-06-27,1.41398,2,2,R,29.45,33.28,-0.04,72.29,1.55,0.79,2.41,0.66,4.18,27.91,1.096196552,2.956194571,4.052391123
2019-06-27,1.41398,3,3,R,29.37,33.35,-0.03,79.58,1.46,0.73,2.17,0.43,5.99,27.91,1.032546429,4.236269254,5.268815683
2019-06-27,1.41398,4,4,R,29.01,33.13,-0.06,79.49,1.11,0.95,1.76,0.37,5.29,27.91,0.785018176,3.741212747,4.526230923
2019-06-27,1.41398,4,4,L,29.04,32.54,-0.17,74.39,1.14,1.54,1.92,0.4,5.72,27.91,0.806234883,4.045318887,4.85155377
2019-06-27,1.41398,3,3,L,29.48,32.28,-0.02,74.2,1.57,1.8,2.68,0.5,3.36,27.91,1.110341023,2.376271234,3.486612258
2019-06-27,1.41398,2,2,L,29.31,33.52,-0.05,77.96,1.41,0.56,1.61,0.45,8.17,27.91,0.99718525,5.778016662,6.775201912
2019-06-27,1.41398,1,1,L,29.61,33.08,0.01,74.6,1.7,1,2.34,0.47,6.32,27.91,1.202280089,4.469653036,5.671933125
2019-06-28,3.02857,1,1,R,32.52,27.99,0.69,75.89,4.62,6.09,7.92,0.57,7.49,27.91,1.525472418,2.473114374,3.998586792
2019-06-28,3.02857,2,2,R,33.36,27.38,0.9,76.68,5.46,6.7,8.9,0.45,5.22,27.91,1.802831039,1.723585719,3.526416758
2019-06-28,3.02857,3,3,R,30.38,24.15,0.25,75.29,2.48,9.93,8.92,0.69,6.32,27.91,0.818868311,2.086793437,2.905661748
2019-06-28,3.02857,4,4,R,33.82,25.49,1.25,73.23,5.91,8.59,10.58,0.9,7.18,27.91,1.951416015,2.370755835,4.32217185
2019-06-28,3.02857,4,4,L,32.82,29.45,0.83,76.94,4.92,4.62,7.1,0.77,5.54,27.91,1.624529068,1.829246146,3.453775214
2019-06-28,3.02857,3,3,L,30.84,27.09,0.31,76.54,2.93,6.99,7.42,0.71,5.87,27.91,0.967453287,1.938208461,2.905661748
2019-06-28,3.02857,2,2,L,32.8,25.44,0.76,77.47,4.89,8.63,9.92,0.49,4.1,27.91,1.614623403,1.353774223,2.968397627
2019-06-28,3.02857,1,1,L,32.79,28.25,0.89,74.23,4.89,5.83,7.95,0.76,6.97,27.91,1.614623403,2.30141618,3.916039583
2019-06-27,3.89398,1,1,R,33.87,28.09,1.14,76.26,5.97,5.99,8.69,0.51,12.86,27.91,1.533135763,3.302533655,4.835669418
2019-06-27,3.89398,2,2,R,32.82,28.55,0.84,76.2,4.92,5.53,7.69,0.41,11.95,27.91,1.26348877,3.068839593,4.332328363
2019-06-27,3.89398,3,3,R,31.69,27.76,0.48,75.64,3.79,6.32,7.42,0.42,15.22,27.91,0.973297243,3.908597373,4.881894617
2019-06-27,3.89398,4,4,R,34.04,26.94,0.75,76.89,6.14,7.14,9.67,0.41,14.75,27.91,1.576792896,3.787898243,5.364691139
2019-06-27,3.89398,4,4,L,34.93,27.42,1.52,75.5,7.03,6.65,9.82,0.55,10.83,27.91,1.805350824,2.781216134,4.586566957
2019-06-27,3.89398,3,3,L,31.62,29,0.36,78.65,3.72,5.08,6.68,0.44,8.19,27.91,0.955320777,2.10324655,3.058567327
2019-06-27,3.89398,2,2,L,33.64,30.23,1.17,74.78,5.73,3.84,6.7,1.03,10.95,27.91,1.471502165,2.812032933,4.283535098
2019-06-27,3.89398,1,1,L,33.96,27.63,1.14,74.97,6.05,6.45,8.8,0.36,12.18,27.91,1.553680296,3.127905125,4.681585422
2019-06-27,1.00056,1,1,R,28.48,32.71,-0.27,75.77,0.57,1.37,1.7,0.56,13.53,27.91,0.569680979,13.52242744,14.09210842
2019-06-27,1.00056,2,2,R,29.05,33.32,-0.13,73.92,1.15,0.75,1.56,0.61,14.21,27.91,1.14935636,14.20204685,15.35140321
2019-06-27,1.00056,3,3,R,28.23,31.88,-0.34,74.64,0.33,2.2,2.22,0.47,16.97,27.91,0.329815303,16.96050212,17.29031742
2019-06-27,1.00056,4,4,R,29,31.91,-0.11,77.79,1.1,2.17,2.76,0.54,16.11,27.91,1.099384345,16.10098345,17.20036779
2019-06-27,1.00056,4,4,L,28.94,33.99,-0.21,73.41,1.03,0.09,0.56,0.66,12.16,27.91,1.029423523,12.15319421,13.18261773
2019-06-27,1.00056,3,3,L,29.26,33.15,-0.06,76.52,1.36,0.93,1.89,0.51,14.5,27.91,1.359238826,14.49188454,15.85112337
2019-06-27,1.00056,2,2,L,29.03,33.8,-0.11,74.89,1.13,0.28,1.23,0.57,15.85,27.91,1.129367554,15.84112897,16.97049652
2019-06-27,1.00056,1,1,L,28.43,32.34,-0.23,75.49,0.52,1.74,1.93,0.54,13.29,27.91,0.519708963,13.28256177,13.80227073
2019-06-26,1.82062,1,1,R,29.43,31.73,-0.04,75.23,1.53,2.35,2.79,0.43,14.23,27.91,0.84037306,7.816018719,8.656391779
2019-06-26,1.82062,2,2,R,29.57,32.75,0,74.08,1.67,1.33,2.39,0.38,17.41,27.91,0.917269941,9.562676451,10.47994639
2019-06-26,1.82062,3,3,R,29.05,32.24,-0.12,74.57,1.14,1.83,2.32,0.44,14.63,27.91,0.626160319,8.035724094,8.661884413
2019-06-26,1.82062,4,4,R,29.28,32.08,-0.07,73.71,1.37,2,2.75,0.29,16.44,27.91,0.75249091,9.029890916,9.782381826
2019-06-26,1.82062,4,4,L,29.24,32.54,-0.08,75.19,1.34,1.54,2.12,0.4,15.57,27.91,0.736013007,8.552031725,9.288044732
2019-06-26,1.82062,3,3,L,29.03,32.38,-0.1,77.96,1.13,1.69,2.11,0.47,14.93,27.91,0.620667685,8.200503125,8.82117081
2019-06-26,1.82062,2,2,L,29.11,32.97,-0.1,75.62,1.21,1.1,1.72,0.45,16.63,27.91,0.66460876,9.134250969,9.798859729
2019-06-26,1.82062,1,1,L,29.59,31.96,0.01,74.49,1.69,2.11,2.67,0.35,15.71,27.91,0.92825521,8.628928607,9.557183817
2019-06-26,1.3117,1,1,R,29.17,32.04,-0.07,72.41,1.26,2.03,2.81,0.5,6.76,27.91,0.9605855,5.153617443,6.114202943
2019-06-26,1.3117,2,2,R,29.31,32.79,-0.08,75.32,1.41,1.29,2.22,0.49,6.68,27.91,1.074940916,5.092627887,6.167568804
2019-06-26,1.3117,3,3,R,29.37,31.67,-0.05,73.14,1.46,2.41,3.03,0.45,7,27.91,1.113059389,5.33658611,6.449645498
2019-06-26,1.3117,4,4,R,29.54,32.69,-0.01,77.3,1.63,1.39,2.33,0.34,8.29,27.91,1.242662194,6.320042693,7.562704887
2019-06-26,1.3117,4,4,L,29.61,32.31,0.01,73.02,1.71,1.76,2.69,0.39,5.65,27.91,1.30365175,4.30738736,5.61103911
2019-06-26,1.3117,3,3,L,29.47,30.63,-0.02,74.97,1.57,3.45,3.67,0.43,4.1,27.91,1.196920027,3.125714721,4.322634749
2019-06-26,1.3117,2,2,L,28.82,30.55,-0.13,73.45,0.92,3.53,3.43,0.5,9.34,27.91,0.701379889,7.120530609,7.821910498
2019-06-26,1.3117,1,1,L,29.08,31.29,-0.16,70.45,1.18,2.79,3.15,0.5,6.82,27.91,0.899595944,5.19935961,6.098955554
2019-06-26,1.17176,1,1,R,28.68,32.31,-0.15,76.47,0.77,1.77,2.17,0.62,6.75,27.91,0.657131153,5.760565303,6.417696457
2019-06-26,1.17176,2,2,R,28.64,32.55,-0.19,73.77,0.74,1.52,2.06,0.76,6.82,27.91,0.631528641,5.820304499,6.45183314
2019-06-26,1.17176,3,3,R,28.71,32.33,-0.28,73.32,0.81,1.75,2.08,0.59,5.25,27.91,0.691267836,4.48043968,5.171707517
2019-06-26,1.17176,4,4,R,28.42,31.84,-0.33,74.45,0.51,2.24,2.24,0.54,6.21,27.91,0.435242712,5.299720079,5.734962791
2019-06-26,1.17176,4,4,L,28.45,32.53,-0.17,69.26,0.54,1.54,2.14,0.6,7.64,27.91,0.460845224,6.520106506,6.980951731
2019-06-26,1.17176,3,3,L,28.63,32.82,-0.27,75.53,0.73,1.26,1.76,0.59,4.41,27.91,0.62299447,3.763569332,4.386563801
2019-06-26,1.17176,2,2,L,28.51,32.73,-0.19,79.42,0.61,1.35,1.89,0.61,7.05,27.91,0.52058442,6.016590428,6.537174848
2019-06-26,1.17176,1,1,L,28.69,32.74,-0.16,79.72,0.78,1.34,2.18,0.6,5.76,27.91,0.665665324,4.915682392,5.581347716
2019-06-28,1.17176,2,2,R,28.3,33.15,-0.32,73.15,0.4,0.93,1.62,0.93,11.14,27.91,0.820243612,22.8437846,23.66402822
2019-06-28,1.17176,4,4,R,28.38,32.32,-0.37,75.59,0.47,1.76,2.06,0.85,6.92,27.91,0.963786245,14.19021449,15.15400074
2019-06-28,1.17176,4,4,L,28.36,32.73,-0.31,73.68,0.46,1.35,1.93,0.88,14.49,27.91,0.943280154,29.71332486,30.65660501
2019-06-28,1.17176,2,2,L,28.25,31.97,-0.3,75.22,0.34,2.11,2.43,0.79,7.34,27.91,0.69720707,15.05147029,15.74867736
